target,Present_Price,Kms_Driven,Fuel_Type,Transmission,Owner,car_age
13.47,23.5,129231,3,1,0,3
18.13,22.18,65903,0,0,2,20
10.25,13.7,179549,2,0,2,10
11.06,22.76,85345,1,0,1,16
3.93,6.26,79549,1,1,0,19
2.75,6.55,35649,1,0,1,16
3.13,7.51,190371,0,0,1,15
13.47,24.46,144891,2,1,1,3
4.33,6.43,198592,0,0,1,10
13.5,17.67,153172,0,0,0,2
9.93,17.92,35638,1,0,0,16
2.09,4.21,173116,1,1,0,10
10.97,14.85,121774,2,0,1,18
13.93,16.31,19692,2,0,1,1
6.41,11.2,79619,2,1,2,8
15.48,19.31,113949,1,0,0,6
8.14,16.15,42654,0,0,0,2
7.29,12.01,76651,2,1,0,20
3.95,9.37,133604,0,0,0,8
10.84,20.41,45376,3,0,0,20
11.99,22.95,174026,0,1,2,5
9.75,15.78,153261,2,0,2,9
1.63,3.39,73036,1,0,2,2
5.82,10.86,18864,0,0,1,16
11.21,17.06,25139,3,0,1,4
6.68,8.97,187967,0,1,0,11
5.57,9.19,132113,3,1,2,4
15.05,21.29,151448,3,0,0,13
13.44,21.01,9555,0,0,2,17
9.62,19.8,94665,3,1,0,4
8.39,18.14,85590,3,1,0,16
8.44,20.04,118048,3,0,0,20
2.9,3.95,84074,3,1,0,12
3.0,3.64,43156,0,1,2,9
3.61,8.32,154483,3,1,1,1
9.19,22.84,145804,1,0,2,15
6.21,7.07,181560,0,0,0,2
6.25,8.01,34581,3,1,2,4
10.47,13.91,99699,3,0,1,16
8.03,11.47,124785,2,0,1,17
6.06,7.15,23247,0,1,2,7
11.01,17.79,108905,3,0,1,5
21.14,24.51,199361,3,1,1,2
7.42,16.09,110981,2,0,2,14
7.6,10.83,179765,2,1,1,8
3.69,5.69,133277,3,1,0,17
10.6,17.92,51948,1,1,0,5
9.96,19.89,127164,2,0,2,4
3.04,3.39,13283,2,0,1,3
6.4,13.11,13613,1,0,0,6
14.66,18.75,132783,2,0,2,11
7.52,14.15,107599,2,0,1,15
1.68,3.62,16827,0,0,1,19
7.53,12.42,98681,1,1,2,17
6.94,16.04,185352,3,1,0,11
7.41,10.17,125824,2,1,2,3
9.39,15.94,87972,0,0,0,5
8.37,10.39,136797,1,0,1,14
11.43,13.93,24744,1,0,0,14
19.99,24.92,110389,3,0,1,11
9.86,15.46,144215,0,0,2,18
6.97,12.52,146544,2,0,2,11
4.98,6.97,9876,1,1,2,3
5.92,8.89,172228,2,1,1,6
4.83,6.25,44445,2,0,0,6
17.54,21.61,74975,0,0,0,14
3.29,6.3,12262,2,0,1,17
3.48,7.44,76489,0,1,2,19
16.77,20.21,19503,0,1,1,5
10.64,17.78,28673,1,1,2,9
12.56,23.89,142693,1,0,1,2
16.68,19.22,66849,1,1,0,2
10.53,12.67,71664,2,1,1,12
6.45,12.32,183975,1,0,2,3
15.23,21.07,10524,3,1,1,9
10.08,11.46,172496,3,0,1,3
19.88,23.02,108016,0,1,1,20
18.8,21.91,47002,2,0,0,14
11.53,13.36,113255,2,1,2,5
8.63,14.14,97237,0,1,0,12
7.89,16.86,173060,1,0,2,15
3.58,5.44,70432,2,0,1,18
6.08,8.73,185215,0,1,1,16
6.11,7.0,103912,1,1,2,9
14.89,16.79,28324,0,1,1,1
5.9,12.44,73198,1,1,2,1
10.23,12.57,123936,3,1,0,4
5.52,9.34,134543,1,0,2,12
9.71,12.2,112092,0,1,2,14
15.88,22.96,101898,3,0,0,6
18.17,24.44,109216,2,1,0,10
3.71,4.29,92257,0,1,1,3
14.78,16.63,84300,1,1,1,4
11.81,14.08,93913,3,0,0,15
4.95,5.57,16576,0,0,1,12
10.85,16.48,74142,1,0,0,12
15.64,21.77,177338,3,1,0,3
3.73,7.03,128272,2,0,0,13
7.38,10.84,190867,2,1,0,6
2.48,5.06,79479,0,1,2,9
3.65,6.97,25141,3,1,1,2
10.09,11.67,159753,0,1,0,17
13.62,21.28,177894,3,1,2,6
20.9,23.92,90174,1,1,2,1
7.8,10.11,19558,2,0,1,11
3.68,8.28,109573,1,0,1,15
4.52,5.65,133672,1,1,1,16
6.24,7.4,121770,0,1,1,4
11.81,16.51,118798,3,0,2,9
8.24,17.25,192075,3,0,1,13
12.63,22.96,130202,0,0,1,18
3.48,4.05,25062,3,0,0,2
14.14,17.54,154023,0,1,0,6
5.71,6.95,52764,3,0,1,6
11.83,18.93,180704,0,1,0,2
10.29,19.43,163348,2,1,1,18
2.1,3.29,176914,2,0,2,17
9.57,20.7,27973,1,1,2,8
14.03,21.9,59848,1,1,0,14
12.7,19.93,43840,3,1,2,11
9.92,24.21,128598,1,0,2,6
1.86,4.12,7064,2,0,0,8
8.2,11.79,139573,2,1,2,5
8.31,12.28,87798,2,1,1,20
14.77,23.66,95902,3,0,2,1
6.87,13.32,119848,0,1,1,14
17.52,24.12,181451,2,1,1,8
8.6,17.68,38841,2,0,1,18
3.46,8.16,150969,0,0,2,11
2.85,6.84,136983,0,1,2,15
3.64,5.66,63745,0,0,0,13
12.27,16.29,32300,2,1,2,4
16.41,20.21,31704,3,1,0,1
4.86,6.45,81578,2,1,2,9
4.78,10.36,41116,2,1,0,9
5.1,10.51,137388,0,0,2,5
3.87,6.34,143844,1,0,1,13
19.09,23.94,140307,3,1,0,6
13.52,23.76,27224,1,1,1,4
8.33,17.52,173156,3,0,1,19
17.14,22.22,194150,3,1,2,3
10.82,12.82,58774,2,0,0,8
2.75,4.85,145884,0,1,2,11
7.68,9.87,94314,3,0,0,3
8.64,18.98,137454,0,0,0,11
12.26,19.64,37702,3,0,0,19
11.31,15.44,169559,1,0,1,2
10.48,17.79,192262,3,1,1,2
3.16,5.16,191552,3,1,1,6
5.92,13.48,121959,2,0,2,16
12.66,17.0,120364,2,1,2,5
6.35,13.66,124986,3,0,1,16
11.35,19.42,151545,2,1,1,19
4.47,9.37,142042,0,0,1,2
1.71,3.62,42452,2,0,1,5
4.53,7.03,198897,0,1,1,14
9.77,15.61,153311,2,1,0,5
12.47,17.0,122946,0,0,1,4
15.29,22.81,93866,0,1,2,13
8.64,15.58,190440,3,1,2,20
4.67,7.17,129737,3,1,1,4
6.88,8.4,189973,2,0,1,14
2.27,3.99,11098,2,0,1,2
3.35,5.0,31039,1,0,0,12
7.21,9.75,111765,0,1,2,16
5.35,9.56,30885,0,0,0,19
5.17,7.46,161501,2,0,0,19
5.73,13.23,111712,2,1,1,10
10.91,24.2,181972,1,0,1,3
10.85,21.62,136185,0,1,2,18
15.11,24.15,150529,2,1,0,7
12.63,23.54,131402,2,1,2,19
7.07,9.19,47314,3,1,1,4
14.43,21.27,195073,2,0,2,17
10.63,16.97,190533,0,1,1,10
4.78,10.23,186363,2,1,2,1
9.09,12.09,187580,3,1,2,15
15.76,17.79,97535,0,1,2,6
4.98,5.74,102119,3,1,1,20
5.14,7.21,165810,1,0,0,9
10.43,13.84,189561,3,0,0,12
7.53,15.52,134502,1,1,2,12
4.8,5.8,154396,0,1,2,18
11.23,16.52,183436,3,1,1,3
11.59,21.58,111660,2,0,2,7
9.5,22.44,63863,2,1,1,19
8.33,10.36,154899,2,1,0,14
7.3,10.24,21474,3,0,0,15
16.85,20.54,92635,3,1,1,2
16.8,21.08,141229,2,0,2,19
4.19,4.88,20908,0,1,0,17
3.0,4.21,165101,3,1,1,6
9.19,11.84,166822,3,0,1,8
10.08,22.36,167327,2,1,0,7
1.42,3.27,191987,1,0,1,17
9.34,18.94,121555,3,1,1,5
9.78,12.59,175840,1,0,1,2
9.33,10.54,101686,1,1,2,1
12.52,21.89,115640,1,0,0,3
12.8,18.29,127526,0,0,1,5
3.44,5.31,16060,1,0,2,15
6.48,8.26,197567,2,0,0,14
6.36,10.98,24328,3,0,1,20
7.13,16.89,99348,1,0,0,14
10.95,22.48,193438,1,1,0,13
8.84,21.54,31526,2,0,0,15
10.49,13.04,101899,2,1,0,11
13.65,20.49,55248,0,1,0,16
8.71,15.92,145369,0,1,2,1
19.63,22.2,138239,1,0,2,12
2.63,4.43,138330,0,0,0,1
13.95,18.67,142750,2,0,2,10
8.81,17.29,59316,2,0,0,2
8.47,12.35,103850,0,1,0,11
6.58,12.78,97163,2,0,1,11
10.04,12.52,101341,0,1,0,6
3.56,8.14,174175,0,0,0,6
2.35,5.61,99433,0,0,1,17
15.95,19.39,184185,1,1,1,11
18.41,21.09,110856,3,1,1,11
5.09,7.99,60017,2,0,0,13
16.97,21.61,117405,1,0,2,10
9.41,11.24,156390,3,0,1,20
9.49,12.22,184768,0,1,2,13
20.7,23.29,45289,2,1,1,19
9.41,14.76,54371,2,1,0,18
7.43,17.85,51566,2,1,0,17
12.49,23.05,106159,0,0,0,18
8.12,14.41,50043,2,1,0,9
5.3,12.21,199810,1,0,1,3
5.64,6.49,155756,1,0,0,5
10.71,24.8,121845,1,0,1,20
6.98,15.67,198276,0,0,2,6
10.31,12.13,52075,2,1,2,15
4.45,5.1,188145,1,0,2,2
15.63,18.36,194375,2,0,0,18
8.53,14.1,90462,0,1,1,17
3.4,4.61,187055,2,0,0,20
1.75,3.83,70694,0,0,1,8
2.51,4.82,177234,1,0,0,18
9.66,21.45,164118,3,1,0,15
11.1,17.9,45238,1,1,1,20
15.42,21.4,142068,2,0,0,19
2.43,3.1,103931,0,1,0,1
6.98,12.28,8816,3,1,2,20
11.51,18.93,16537,0,1,2,15
20.48,23.56,108563,1,1,1,14
4.96,6.82,110418,2,0,0,10
12.67,17.48,77995,3,1,1,18
17.73,19.89,135960,1,1,2,11
14.61,24.59,187534,0,0,2,10
3.16,4.49,9626,2,1,2,5
9.55,18.5,8484,3,1,2,2
8.64,19.66,167467,0,0,0,7
4.72,11.27,173306,2,1,1,16
11.33,17.16,15382,0,1,2,10
7.06,10.54,58953,1,0,0,10
14.08,16.86,21938,1,1,0,6
3.39,5.02,160354,1,0,2,16
4.91,9.85,194182,1,0,1,6
6.44,12.86,171619,3,0,1,2
8.72,13.36,115807,1,1,1,15
15.2,21.79,83703,1,0,1,7
8.84,12.98,103342,3,1,2,11
2.94,7.31,54709,0,0,1,5
14.42,24.35,102817,3,1,0,8
11.69,23.51,47562,0,0,2,8
10.86,18.32,175631,1,0,0,9
6.99,16.88,182320,0,1,1,9
13.34,16.25,178697,3,0,1,13
16.11,24.43,26062,2,0,1,2
10.22,14.01,144775,0,1,0,11
16.21,20.09,95280,1,0,0,2
9.4,20.96,5413,2,0,0,15
5.25,11.24,189561,1,0,2,15
5.49,7.08,20461,0,0,2,14
2.61,5.4,171837,3,1,1,1
5.45,10.53,158523,3,1,1,18
7.91,17.64,15973,3,0,1,20
12.08,19.65,163432,0,1,1,5
10.06,11.33,20005,3,0,2,8
7.82,18.95,41402,0,0,1,8
11.9,18.1,129570,3,1,2,1
12.5,22.22,197888,1,0,2,9
12.57,20.47,96313,3,0,2,1
15.64,18.66,141329,3,0,0,14
19.04,21.31,148850,1,1,1,11
4.03,8.3,60480,3,1,0,3
11.66,22.86,78494,2,1,2,10
2.83,4.99,186347,3,0,2,5
15.36,17.39,152298,1,0,0,8
2.81,4.93,28367,1,0,0,11
18.44,23.99,156235,3,0,1,10
17.31,19.97,183074,1,0,0,10
10.27,21.75,87818,1,0,0,3
7.61,9.23,179417,0,1,1,1
8.75,13.52,61545,3,1,2,2
16.25,21.66,64001,1,0,1,14
14.78,24.8,148639,2,0,1,15
7.91,14.61,79197,2,1,1,18
18.19,22.05,19188,2,1,1,2
4.75,9.4,42964,3,1,2,5
8.34,11.28,116964,3,0,1,16
21.18,23.79,35761,2,0,0,15
3.61,5.61,108978,1,1,1,19
5.63,9.05,176231,3,1,0,8
8.77,17.11,138627,2,1,2,5
8.6,11.45,173977,1,0,0,15
2.9,7.07,188695,2,1,0,3
5.21,6.97,162051,2,1,0,17
7.52,15.65,176085,0,1,0,16
4.65,9.57,147718,1,1,2,4
8.22,17.5,121633,0,1,2,11
9.12,17.58,16727,1,1,0,17
8.78,15.15,160132,2,0,1,1
10.37,17.29,47813,0,1,2,8
2.43,4.55,197066,0,0,0,14
14.64,24.83,118672,1,0,0,10
3.27,5.42,148751,3,0,1,3
11.87,22.11,64183,2,0,0,16
5.76,6.87,195926,2,0,2,17
11.8,22.04,149583,3,0,1,2
7.83,10.59,199326,2,1,1,15
8.65,18.11,191967,1,0,0,20
13.73,18.57,70303,2,0,1,9
12.31,14.05,77305,1,1,1,6
14.31,19.95,28629,1,1,2,7
3.29,4.86,79934,3,1,1,19
12.1,14.33,182412,2,1,2,5
12.48,18.71,189180,1,0,0,20
10.01,22.88,50826,0,0,1,4
3.84,6.75,34683,3,0,1,8
6.78,8.82,5585,2,0,2,11
18.37,21.17,14287,2,0,0,4
7.58,13.13,83210,0,0,1,1
2.61,5.23,133986,1,1,1,20
3.37,6.42,177132,2,0,1,20
18.23,22.63,145621,2,1,0,7
11.27,19.44,6523,3,0,0,9
9.93,11.68,91825,1,0,0,16
11.01,13.76,134910,0,0,0,7
11.15,24.07,10544,3,1,2,17
9.57,12.45,161522,2,0,1,10
13.99,19.74,69945,1,0,0,18
18.23,24.87,69842,1,1,2,12
14.73,16.44,54458,1,1,0,4
3.32,3.84,55378,3,1,0,8
8.97,11.96,85332,1,0,1,8
6.06,14.22,173787,0,0,1,19
4.14,8.43,17466,3,1,1,7
4.13,9.16,163996,0,0,1,5
2.22,5.45,180360,1,0,2,11
12.85,19.34,159379,1,1,2,9
2.29,4.92,32883,3,1,0,8
20.34,23.36,24629,0,0,0,6
8.75,18.86,16484,0,0,1,3
14.78,23.04,22749,3,0,2,17
4.03,9.37,153419,2,1,0,16
13.3,19.52,105702,2,1,0,6
4.54,6.52,62096,2,0,0,20
8.54,18.58,149743,3,0,0,11
20.49,23.73,77812,3,1,2,16
2.17,3.03,96085,0,0,2,17
6.56,11.98,165296,3,1,2,16
4.61,6.89,9099,3,0,2,12
7.72,15.12,120916,1,1,1,1
11.14,19.06,118745,3,1,1,13
10.35,20.94,51166,1,1,1,15
16.72,22.48,108336,3,1,1,15
11.52,13.01,174114,1,1,1,13
2.7,3.46,8552,1,1,1,8
9.62,23.65,162191,3,1,0,16
11.48,13.57,152548,0,0,0,16
2.26,4.23,186414,3,1,0,13
8.04,9.53,139097,1,1,0,3
7.15,12.4,43633,1,1,1,13
11.18,24.8,63857,0,0,0,15
19.76,23.31,27230,1,0,2,9
9.92,16.19,183109,0,1,1,10
14.14,17.56,74573,3,1,1,5
9.25,11.59,194095,3,0,2,16
5.55,6.18,89686,2,0,1,12
9.52,13.59,113513,1,0,1,7
9.01,13.94,144924,1,1,2,3
11.75,14.59,186796,3,0,0,7
14.45,24.87,9496,1,1,1,14
11.86,21.67,41529,2,1,0,9
17.12,19.43,35732,2,0,1,19
12.73,18.43,178735,1,1,1,19
1.93,4.74,25202,1,0,2,16
17.02,19.46,188124,2,0,2,16
4.0,9.31,45864,1,1,1,20
12.16,17.96,124091,0,0,0,7
14.37,24.41,141708,1,1,0,12
4.95,7.04,151615,2,0,2,8
9.06,21.2,48207,2,0,0,8
3.72,4.71,163122,3,0,0,17
3.73,5.34,60550,1,1,0,3
3.32,4.87,154454,2,1,1,12
21.15,23.76,7222,2,0,1,18
18.01,24.42,189197,2,1,0,9
14.22,20.51,130030,0,1,2,2
2.11,4.73,169089,1,1,2,6
18.02,24.83,164577,2,0,1,4
7.02,16.72,117958,1,1,0,9
7.54,16.81,135422,1,1,1,2
11.28,13.01,49490,3,0,1,17
3.58,4.56,191293,2,0,2,18
15.25,23.68,154090,0,0,2,16
10.44,12.7,139343,0,0,2,16
3.7,8.78,183927,1,1,0,6
6.76,11.27,154457,1,0,2,11
7.7,10.68,127811,3,1,2,18
18.18,23.18,109056,2,1,1,17
12.62,24.92,132479,3,0,0,10
3.04,6.43,128199,0,0,0,3
10.32,20.37,129101,3,0,1,9
2.6,4.84,23155,0,0,2,15
8.72,17.73,73012,3,0,1,14
4.72,7.37,114864,1,0,2,15
7.87,11.56,7603,1,1,1,2
2.87,3.31,125234,0,0,1,10
16.47,18.89,123111,2,1,0,4
9.64,12.24,148153,2,0,0,14
21.39,24.38,156214,0,0,1,14
15.76,21.02,37701,2,0,1,4
5.65,12.37,93034,2,0,0,3
9.94,16.09,147282,2,1,0,3
3.52,4.97,9306,3,1,2,17
10.33,14.07,13555,1,0,2,6
4.83,5.52,128096,2,0,0,8
10.95,20.21,138054,0,1,0,9
1.77,3.72,11880,0,1,2,7
4.13,8.32,107593,3,1,2,7
14.74,24.5,50538,1,1,0,8
9.7,14.09,170528,0,0,0,16
2.05,5.05,119667,1,1,2,18
1.66,3.56,197458,0,1,2,8
7.82,9.53,145356,0,0,0,13
14.99,16.8,172349,3,1,0,16
4.11,9.21,52350,0,0,0,16
8.95,20.5,113460,1,0,1,5
11.42,20.79,52135,3,0,1,6
16.76,24.89,162284,0,1,2,5
9.7,14.79,140789,1,1,0,20
4.51,10.21,62609,0,0,0,20
7.75,10.67,149571,2,0,0,18
5.6,6.81,185107,2,0,0,12
14.79,23.98,132882,2,0,2,14
8.18,16.36,117541,0,0,0,17
16.7,24.08,71339,0,1,0,19
16.55,20.8,117561,1,1,2,15
5.16,11.18,87431,3,1,1,9
13.96,20.5,65987,0,1,0,2
7.96,9.12,164358,2,0,1,3
4.77,7.34,134481,2,1,1,14
9.6,16.23,159971,3,1,2,15
13.41,24.74,126050,3,0,2,2
3.69,4.53,29935,0,0,1,20
3.07,4.75,87096,2,0,1,8
9.73,21.55,166998,3,1,0,17
13.56,21.95,194858,3,0,2,10
12.48,23.55,18760,3,0,0,20
8.16,10.25,165628,0,1,2,12
4.69,5.64,88711,2,1,2,6
6.06,8.29,130285,0,1,0,4
8.77,19.86,191484,1,1,0,12
3.18,4.33,8441,2,0,0,5
5.93,7.59,159802,0,0,2,10
18.56,21.65,32698,0,0,2,16
3.69,7.47,109911,2,0,2,4
4.82,6.24,33094,3,1,1,17
8.44,13.48,144168,3,0,1,20
3.88,6.31,136646,3,0,1,14
3.13,4.08,105275,1,1,1,17
11.31,16.07,143821,2,1,2,15
11.03,24.1,62561,0,1,2,13
6.79,9.06,167587,2,1,0,17
11.01,13.89,49834,0,1,0,12
10.0,14.07,188624,1,0,2,15
5.67,6.67,92072,3,0,1,18
5.81,6.91,74162,3,0,2,20
8.74,13.74,69883,3,1,2,20
5.26,6.68,43425,0,0,1,4
18.13,24.78,72460,0,1,1,9
14.66,18.62,140746,2,0,2,11
9.01,19.02,10433,1,0,1,4
6.27,8.38,199251,0,1,0,20
14.3,17.05,76807,2,0,2,8
15.66,22.54,107505,0,1,2,9
8.51,18.44,165528,0,1,0,4
14.82,23.4,43569,0,0,1,5
1.8,4.42,82260,1,1,0,11
5.61,9.73,117806,3,1,1,5
14.86,20.28,136594,1,0,0,11
6.82,12.51,26159,2,1,2,14
10.41,12.3,30726,0,0,2,8
15.35,20.7,41484,0,0,2,10
5.28,9.62,27438,1,0,0,14
8.12,14.58,186962,2,0,1,16
9.99,24.15,125922,3,1,0,7
15.84,22.95,68608,1,1,1,1
7.49,11.86,6560,2,1,0,16
9.64,21.26,175362,3,0,2,12
16.95,22.01,36835,3,1,2,10
4.32,6.0,182125,0,1,1,5
7.86,18.13,35070,3,1,0,1
8.35,13.42,137593,3,0,1,17
11.16,21.05,148319,2,0,0,15
3.68,7.07,177350,1,0,1,20
11.44,17.69,159340,2,1,1,11
8.65,20.9,43840,3,1,2,7
3.17,3.75,175504,2,0,0,11
12.07,22.41,125153,0,0,2,6
5.65,11.59,21453,0,0,2,4
5.03,9.12,177607,3,0,1,16
13.2,17.5,156005,0,0,2,1
8.69,10.66,166867,3,1,0,2
15.3,17.64,135923,0,1,0,17
14.8,19.02,105685,3,0,0,15
13.43,21.63,24105,3,0,0,19
7.77,11.31,172089,1,0,1,6
3.83,7.96,199551,1,1,2,11
6.33,7.48,41847,2,0,0,17
9.54,13.92,59388,0,1,0,4
10.39,12.41,103597,3,0,0,6
9.79,13.97,18494,3,0,1,17
15.45,18.47,22813,0,1,2,8
9.93,14.0,109653,3,0,2,1
1.97,3.71,115468,3,1,2,20
19.97,23.33,178889,1,1,2,10
10.58,18.47,14269,2,0,0,1
7.9,18.91,32279,1,0,1,12
8.29,20.19,64704,3,0,2,11
8.99,15.15,18668,1,0,2,20
4.7,5.54,35931,0,0,1,16
5.72,8.24,29114,2,1,2,19
8.94,20.88,25083,1,1,1,13
14.61,16.25,69027,2,1,2,9
2.35,4.68,147513,1,0,1,18
4.93,9.44,176348,0,1,1,3
11.91,18.52,168019,1,1,1,7
5.83,7.64,102619,3,0,2,3
15.57,23.97,10580,0,0,1,6
2.55,4.31,164841,2,0,0,18
5.5,7.53,53346,3,1,2,13
18.36,23.62,164577,0,1,1,9
9.93,12.55,117079,3,0,2,1
8.43,12.32,193539,0,0,1,6
3.19,5.9,8980,3,0,1,13
6.27,11.68,166362,0,1,1,2
14.45,17.54,74341,2,0,0,2
2.44,3.81,99037,1,1,2,6
6.14,9.08,164993,2,0,1,18
11.36,22.12,38350,1,1,0,12
5.85,7.05,137833,0,1,0,19
18.08,24.46,9225,3,0,0,12
9.28,14.15,34670,1,0,2,18
3.83,4.57,116797,3,0,1,7
14.45,22.74,103229,3,0,0,7
9.69,23.47,159986,1,0,0,11
15.5,21.28,13545,2,1,0,8
10.07,14.08,155585,3,0,2,2
7.72,14.45,88083,0,0,0,4
6.25,8.08,87527,1,0,1,9
4.71,10.74,137551,2,0,1,18
13.4,15.53,37841,2,0,1,13
5.98,9.9,26366,1,1,0,10
2.04,3.34,36664,2,1,0,6
3.16,3.53,48761,2,0,0,7
13.86,18.33,68290,0,1,2,8
4.04,4.62,98050,2,0,1,19
14.99,19.14,194715,3,1,2,16
6.98,11.14,175237,2,0,0,2
4.05,9.54,94421,2,0,1,13
8.28,19.66,42538,2,0,0,10
5.04,9.27,36077,2,1,1,9
21.34,24.75,32818,1,1,2,12
13.71,19.61,12169,1,0,0,4
4.58,7.47,154727,1,0,0,9
8.26,12.78,118315,1,1,1,17
14.79,19.37,63311,1,0,1,18
13.4,17.79,24421,3,1,2,4
7.3,9.99,151320,3,1,2,4
16.35,22.19,62726,2,0,0,8
6.61,9.22,57054,1,0,0,5
11.53,15.27,59669,2,0,2,5
5.24,8.16,96410,0,0,2,2
8.21,13.78,170157,2,1,0,5
14.74,24.18,80306,0,0,0,17
9.65,13.22,88599,2,0,1,15
5.0,12.06,66567,1,1,2,1
5.31,8.76,88261,2,0,0,10
7.8,13.68,62395,0,0,0,12
11.2,22.26,145512,0,1,2,2
16.32,20.65,28659,0,1,2,20
9.79,10.97,57019,2,0,0,14
6.96,10.29,61522,3,1,2,9
5.91,14.03,132113,0,1,2,17
3.02,3.74,37412,2,0,0,13
3.48,4.63,194297,3,1,0,18
16.67,20.44,55930,0,1,1,2
6.97,13.1,31130,2,0,1,12
5.37,7.89,111517,0,0,0,18
14.85,19.01,102710,2,1,1,5
8.75,12.84,129991,0,1,0,13
4.68,6.72,133401,1,0,2,3
15.46,19.73,20448,2,0,0,2
7.04,10.07,153193,0,0,2,19
5.12,9.89,175920,2,1,1,5
5.42,11.27,8571,1,0,0,18
10.91,22.48,134809,2,0,1,19
8.56,9.53,119158,0,1,0,20
11.63,14.51,58598,0,0,0,11
21.02,23.4,193777,1,1,1,10
3.01,6.94,128337,0,1,2,7
6.63,14.83,91778,2,1,1,17
16.02,22.43,95428,0,0,2,3
9.61,11.08,110714,1,1,0,11
6.25,9.16,73927,2,0,2,14
8.94,17.71,129100,1,1,2,1
5.15,6.15,129640,3,1,2,16
6.97,12.36,128650,3,0,1,6
10.31,18.54,98058,0,1,0,8
12.69,18.65,119620,0,0,2,12
5.73,6.92,100862,2,1,1,9
3.46,6.94,7797,1,0,1,9
15.01,23.04,71521,0,0,2,17
8.85,11.76,187320,3,0,2,5
10.69,13.79,129111,3,0,0,6
17.07,22.67,45158,1,0,0,1
5.5,12.75,191277,0,1,1,19
19.4,22.75,49358,0,0,1,10
2.1,4.43,136471,3,0,0,19
10.7,16.39,185542,3,0,2,12
3.82,5.59,127225,2,1,0,9
10.64,19.05,53669,1,1,2,15
11.44,13.13,194864,1,0,0,9
10.0,18.53,51662,0,1,0,8
19.96,22.44,51428,2,1,1,12
12.37,15.73,96451,2,1,2,9
3.25,6.43,154084,0,1,1,8
12.07,15.14,199807,1,1,1,4
2.43,3.69,35224,2,0,2,12
8.16,11.19,104066,0,0,0,10
6.97,12.27,92742,1,0,0,15
9.31,15.03,10701,2,0,1,6
6.0,8.56,102836,2,1,0,13
4.23,5.37,116645,2,1,2,4
20.56,23.29,161460,1,1,2,15
18.01,20.35,19103,1,0,1,10
6.22,13.13,177650,0,1,0,15
9.73,21.87,119438,1,1,1,13
7.14,10.58,128417,1,0,1,15
11.75,19.79,30119,1,0,1,13
7.03,16.13,145015,3,1,0,7
8.9,10.97,136453,2,1,0,9
3.93,7.14,60373,0,1,1,5
6.84,9.27,106401,3,0,0,16
9.61,11.76,140619,3,1,2,15
9.94,20.68,8204,2,1,1,8
6.78,12.29,19289,3,0,1,8
9.83,21.57,100646,2,1,0,10
7.24,10.42,190483,2,1,1,20
2.44,3.88,133351,0,0,1,11
13.34,19.87,11168,0,0,0,11
4.24,10.14,171719,0,0,0,6
2.25,4.85,29791,2,0,1,15
15.61,18.16,68989,2,1,1,6
3.41,3.84,164738,2,0,2,9
6.05,12.3,10867,3,1,0,11
6.19,8.74,84482,1,0,2,2
4.15,7.73,119542,0,0,0,5
4.53,9.0,111740,1,0,1,11
11.4,20.39,171423,1,0,0,1
12.44,16.45,195883,2,0,1,18
1.84,3.28,94285,1,0,0,3
10.92,18.35,181419,3,0,2,3
2.82,4.83,143829,0,0,0,9
11.93,16.75,48708,2,1,1,16
11.38,19.37,66530,1,1,0,3
5.35,7.8,34001,1,0,1,8
6.58,12.2,162089,3,0,0,14
7.54,13.89,126612,1,0,1,8
11.5,14.72,92570,3,0,1,20
5.08,7.16,12612,3,1,1,7
6.06,8.5,154240,0,0,2,1
13.84,22.0,47304,1,1,1,4
4.76,9.45,13097,2,0,0,16
17.58,24.4,136128,0,1,1,15
2.33,3.15,13473,2,1,1,18
10.33,22.43,145860,3,0,2,12
7.69,9.45,109437,0,0,1,19
4.11,5.28,73812,3,0,1,17
4.88,6.12,68718,0,0,2,10
8.45,13.08,190881,0,0,2,18
7.7,10.27,123063,0,1,0,6
7.85,9.35,62939,0,0,2,4
9.88,15.49,84886,0,1,0,15
4.99,9.43,105722,3,0,0,1
2.49,3.27,100462,2,1,1,2
8.87,15.92,136359,2,1,2,16
2.79,6.86,104581,0,0,0,5
4.97,6.3,164551,1,0,1,13
18.93,23.08,8198,1,0,2,2
10.31,11.77,30910,3,1,0,19
8.08,15.47,70004,1,0,0,6
16.6,24.55,74668,1,1,2,19
2.27,4.34,64660,2,1,2,11
4.37,10.01,171174,3,1,1,19
2.64,5.2,159501,0,0,0,14
13.96,20.1,56065,2,0,1,6
4.37,8.96,170446,2,0,1,1
6.27,8.48,77165,0,1,0,3
1.99,3.14,138574,1,0,2,5
2.9,5.08,121181,1,1,0,11
5.47,9.76,85054,2,0,2,14
8.74,15.56,45526,2,1,2,14
9.05,10.16,140388,2,1,1,15
13.79,23.56,84591,0,0,1,5
9.66,12.36,108164,2,0,1,11
10.02,24.45,76881,1,0,1,16
5.67,10.08,105245,1,0,1,20
2.61,4.64,47052,2,0,2,17
5.89,8.5,164044,3,0,1,5
5.07,11.13,79510,3,0,0,3
7.99,15.98,155493,2,0,2,16
13.42,19.78,73345,3,1,2,3
20.51,24.06,99694,1,0,1,10
6.56,13.14,92297,0,1,0,13
9.91,12.4,132495,3,1,2,7
20.83,24.9,137176,2,0,2,7
8.55,19.16,153191,3,1,2,18
12.74,16.42,55040,0,0,2,6
