Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Baleno,2023,11.8,22.04,149583,Petrol,Dealer,Automatic,1
Ertiga,2010,7.83,10.59,199326,Electric,Individual,Manual,1
Creta,2005,8.65,18.11,191967,Diesel,Individual,Automatic,0
Fortuner,2016,13.73,18.57,70303,Electric,Dealer,Automatic,1
Ertiga,2019,12.31,14.05,77305,Diesel,Individual,Manual,1
Baleno,2018,14.31,19.95,28629,Diesel,Dealer,Manual,2
Innova,2006,3.29,4.86,79934,Petrol,Individual,Manual,1
Baleno,2020,12.1,14.33,182412,Electric,Dealer,Manual,2
i20,2005,12.48,18.71,189180,Diesel,Dealer,Automatic,0
Creta,2021,10.01,22.88,50826,CNG,Dealer,Automatic,1
City,2017,3.84,6.75,34683,Petrol,Individual,Automatic,1
WagonR,2014,6.78,8.82,5585,Electric,Dealer,Automatic,2
WagonR,2021,18.37,21.17,14287,Electric,Dealer,Automatic,0
Swift,2024,7.58,13.13,83210,CNG,Dealer,Automatic,1
Ertiga,2005,2.61,5.23,133986,Diesel,Individual,Manual,1
Innova,2005,3.37,6.42,177132,Electric,Individual,Automatic,1
Baleno,2018,18.23,22.63,145621,Electric,Individual,Manual,0
City,2016,11.27,19.44,6523,Petrol,Dealer,Automatic,0
Creta,2009,9.93,11.68,91825,Diesel,Individual,Automatic,0
Creta,2018,11.01,13.76,134910,CNG,Individual,Automatic,0
i20,2008,11.15,24.07,10544,Petrol,Dealer,Manual,2
Fortuner,2015,9.57,12.45,161522,Electric,Individual,Automatic,1
Ertiga,2007,13.99,19.74,69945,Diesel,Dealer,Automatic,0
Fortuner,2013,18.23,24.87,69842,Diesel,Individual,Manual,2
WagonR,2021,14.73,16.44,54458,Diesel,Dealer,Manual,0
Fortuner,2017,3.32,3.84,55378,Petrol,Dealer,Manual,0
City,2017,8.97,11.96,85332,Diesel,Individual,Automatic,1
Baleno,2006,6.06,14.22,173787,CNG,Individual,Automatic,1
Swift,2018,4.14,8.43,17466,Petrol,Individual,Manual,1
Creta,2020,4.13,9.16,163996,CNG,Individual,Automatic,1
Ertiga,2014,2.22,5.45,180360,Diesel,Individual,Automatic,2
i20,2016,12.85,19.34,159379,Diesel,Individual,Manual,2
WagonR,2017,2.29,4.92,32883,Petrol,Dealer,Manual,0
WagonR,2019,20.34,23.36,24629,CNG,Individual,Automatic,0
Fortuner,2022,8.75,18.86,16484,CNG,Individual,Automatic,1
Ertiga,2008,14.78,23.04,22749,Petrol,Dealer,Automatic,2
City,2009,4.03,9.37,153419,Electric,Individual,Manual,0
Fortuner,2019,13.3,19.52,105702,Electric,Individual,Manual,0
Swift,2005,4.54,6.52,62096,Electric,Individual,Automatic,0
City,2014,8.54,18.58,149743,Petrol,Dealer,Automatic,0
Verna,2009,20.49,23.73,77812,Petrol,Dealer,Manual,2
i20,2008,2.17,3.03,96085,CNG,Dealer,Automatic,2
Swift,2009,6.56,11.98,165296,Petrol,Individual,Manual,2
WagonR,2013,4.61,6.89,9099,Petrol,Individual,Automatic,2
Verna,2024,7.72,15.12,120916,Diesel,Individual,Manual,1
Innova,2012,11.14,19.06,118745,Petrol,Individual,Manual,1
Innova,2010,10.35,20.94,51166,Diesel,Individual,Manual,1
City,2010,16.72,22.48,108336,Petrol,Dealer,Manual,1
Baleno,2012,11.52,13.01,174114,Diesel,Dealer,Manual,1
Swift,2017,2.7,3.46,8552,Diesel,Dealer,Manual,1
Swift,2009,9.62,23.65,162191,Petrol,Individual,Manual,0
Creta,2009,11.48,13.57,152548,CNG,Individual,Automatic,0
Ertiga,2012,2.26,4.23,186414,Petrol,Dealer,Manual,0
Fortuner,2022,8.04,9.53,139097,Diesel,Dealer,Manual,0
Verna,2012,7.15,12.4,43633,Diesel,Individual,Manual,1
Verna,2010,11.18,24.8,63857,CNG,Dealer,Automatic,0
WagonR,2016,19.76,23.31,27230,Diesel,Dealer,Automatic,2
Verna,2015,9.92,16.19,183109,CNG,Individual,Manual,1
Baleno,2020,14.14,17.56,74573,Petrol,Dealer,Manual,1
Innova,2009,9.25,11.59,194095,Petrol,Dealer,Automatic,2
Creta,2013,5.55,6.18,89686,Electric,Individual,Automatic,1
i20,2018,9.52,13.59,113513,Diesel,Dealer,Automatic,1
Ertiga,2022,9.01,13.94,144924,Diesel,Individual,Manual,2
City,2018,11.75,14.59,186796,Petrol,Dealer,Automatic,0
Innova,2011,14.45,24.87,9496,Diesel,Dealer,Manual,1
Creta,2016,11.86,21.67,41529,Electric,Dealer,Manual,0
Creta,2006,17.12,19.43,35732,Electric,Dealer,Automatic,1
Innova,2006,12.73,18.43,178735,Diesel,Dealer,Manual,1
Fortuner,2009,1.93,4.74,25202,Diesel,Dealer,Automatic,2
Innova,2009,17.02,19.46,188124,Electric,Individual,Automatic,2
Swift,2005,4.0,9.31,45864,Diesel,Dealer,Manual,1
Verna,2018,12.16,17.96,124091,CNG,Dealer,Automatic,0
Creta,2013,14.37,24.41,141708,Diesel,Individual,Manual,0
Baleno,2017,4.95,7.04,151615,Electric,Individual,Automatic,2
i20,2017,9.06,21.2,48207,Electric,Dealer,Automatic,0
i20,2008,3.72,4.71,163122,Petrol,Dealer,Automatic,0
Verna,2022,3.73,5.34,60550,Diesel,Dealer,Manual,0
WagonR,2013,3.32,4.87,154454,Electric,Dealer,Manual,1
Verna,2007,21.15,23.76,7222,Electric,Dealer,Automatic,1
i20,2016,18.01,24.42,189197,Electric,Dealer,Manual,0
Swift,2023,14.22,20.51,130030,CNG,Dealer,Manual,2
City,2019,2.11,4.73,169089,Diesel,Dealer,Manual,2
i20,2021,18.02,24.83,164577,Electric,Dealer,Automatic,1
Fortuner,2016,7.02,16.72,117958,Diesel,Dealer,Manual,0
Swift,2023,7.54,16.81,135422,Diesel,Individual,Manual,1
Creta,2008,11.28,13.01,49490,Petrol,Individual,Automatic,1
Verna,2007,3.58,4.56,191293,Electric,Individual,Automatic,2
i20,2009,15.25,23.68,154090,CNG,Individual,Automatic,2
i20,2009,10.44,12.7,139343,CNG,Dealer,Automatic,2
Swift,2019,3.7,8.78,183927,Diesel,Dealer,Manual,0
Baleno,2014,6.76,11.27,154457,Diesel,Individual,Automatic,2
Innova,2007,7.7,10.68,127811,Petrol,Dealer,Manual,2
City,2008,18.18,23.18,109056,Electric,Individual,Manual,1
Innova,2015,12.62,24.92,132479,Petrol,Individual,Automatic,0
City,2022,3.04,6.43,128199,CNG,Dealer,Automatic,0
City,2016,10.32,20.37,129101,Petrol,Individual,Automatic,1
Baleno,2010,2.6,4.84,23155,CNG,Individual,Automatic,2
Swift,2011,8.72,17.73,73012,Petrol,Individual,Automatic,1
Ertiga,2010,4.72,7.37,114864,Diesel,Individual,Automatic,2
WagonR,2023,7.87,11.56,7603,Diesel,Dealer,Manual,1
Innova,2015,2.87,3.31,125234,CNG,Dealer,Automatic,1
Creta,2021,16.47,18.89,123111,Electric,Dealer,Manual,0
WagonR,2011,9.64,12.24,148153,Electric,Dealer,Automatic,0
i20,2011,21.39,24.38,156214,CNG,Dealer,Automatic,1
Innova,2021,15.76,21.02,37701,Electric,Individual,Automatic,1
Creta,2022,5.65,12.37,93034,Electric,Individual,Automatic,0
Verna,2022,9.94,16.09,147282,Electric,Individual,Manual,0
Fortuner,2008,3.52,4.97,9306,Petrol,Individual,Manual,2
Fortuner,2019,10.33,14.07,13555,Diesel,Dealer,Automatic,2
i20,2017,4.83,5.52,128096,Electric,Individual,Automatic,0
Verna,2016,10.95,20.21,138054,CNG,Individual,Manual,0
i20,2018,1.77,3.72,11880,CNG,Individual,Manual,2
Fortuner,2018,4.13,8.32,107593,Petrol,Individual,Manual,2
i20,2017,14.74,24.5,50538,Diesel,Individual,Manual,0
Fortuner,2009,9.7,14.09,170528,CNG,Dealer,Automatic,0
WagonR,2007,2.05,5.05,119667,Diesel,Dealer,Manual,2
Innova,2017,1.66,3.56,197458,CNG,Dealer,Manual,2
Fortuner,2012,7.82,9.53,145356,CNG,Dealer,Automatic,0
Baleno,2009,14.99,16.8,172349,Petrol,Individual,Manual,0
Innova,2009,4.11,9.21,52350,CNG,Dealer,Automatic,0
Baleno,2020,8.95,20.5,113460,Diesel,Individual,Automatic,1
Creta,2019,11.42,20.79,52135,Petrol,Dealer,Automatic,1
Creta,2020,16.76,24.89,162284,CNG,Dealer,Manual,2
Creta,2005,9.7,14.79,140789,Diesel,Individual,Manual,0
Creta,2005,4.51,10.21,62609,CNG,Individual,Automatic,0
Innova,2007,7.75,10.67,149571,Electric,Individual,Automatic,0
Verna,2013,5.6,6.81,185107,Electric,Dealer,Automatic,0
Innova,2011,14.79,23.98,132882,Electric,Individual,Automatic,2
i20,2008,8.18,16.36,117541,CNG,Dealer,Automatic,0
Verna,2006,16.7,24.08,71339,CNG,Individual,Manual,0
i20,2010,16.55,20.8,117561,Diesel,Dealer,Manual,2
i20,2016,5.16,11.18,87431,Petrol,Individual,Manual,1
Fortuner,2023,13.96,20.5,65987,CNG,Dealer,Manual,0
Baleno,2022,7.96,9.12,164358,Electric,Individual,Automatic,1
Verna,2011,4.77,7.34,134481,Electric,Dealer,Manual,1
WagonR,2010,9.6,16.23,159971,Petrol,Individual,Manual,2
Fortuner,2023,13.41,24.74,126050,Petrol,Dealer,Automatic,2
Fortuner,2005,3.69,4.53,29935,CNG,Individual,Automatic,1
Swift,2017,3.07,4.75,87096,Electric,Individual,Automatic,1
City,2008,9.73,21.55,166998,Petrol,Dealer,Manual,0
Creta,2015,13.56,21.95,194858,Petrol,Dealer,Automatic,2
Swift,2005,12.48,23.55,18760,Petrol,Dealer,Automatic,0
Fortuner,2013,8.16,10.25,165628,CNG,Dealer,Manual,2
WagonR,2019,4.69,5.64,88711,Electric,Individual,Manual,2
Verna,2021,6.06,8.29,130285,CNG,Individual,Manual,0
Ertiga,2013,8.77,19.86,191484,Diesel,Dealer,Manual,0
Innova,2020,3.18,4.33,8441,Electric,Dealer,Automatic,0
Ertiga,2015,5.93,7.59,159802,CNG,Individual,Automatic,2
City,2009,18.56,21.65,32698,CNG,Individual,Automatic,2
Verna,2021,3.69,7.47,109911,Electric,Dealer,Automatic,2
City,2008,4.82,6.24,33094,Petrol,Individual,Manual,1
Verna,2005,8.44,13.48,144168,Petrol,Dealer,Automatic,1
i20,2011,3.88,6.31,136646,Petrol,Individual,Automatic,1
Fortuner,2008,3.13,4.08,105275,Diesel,Individual,Manual,1
Ertiga,2010,11.31,16.07,143821,Electric,Dealer,Manual,2
Swift,2012,11.03,24.1,62561,CNG,Dealer,Manual,2
Fortuner,2008,6.79,9.06,167587,Electric,Individual,Manual,0
i20,2013,11.01,13.89,49834,CNG,Individual,Manual,0
Verna,2010,10.0,14.07,188624,Diesel,Dealer,Automatic,2
Creta,2007,5.67,6.67,92072,Petrol,Individual,Automatic,1
Creta,2005,5.81,6.91,74162,Petrol,Individual,Automatic,2
Swift,2005,8.74,13.74,69883,Petrol,Individual,Manual,2
Baleno,2021,5.26,6.68,43425,CNG,Individual,Automatic,1
Verna,2016,18.13,24.78,72460,CNG,Individual,Manual,1
WagonR,2014,14.66,18.62,140746,Electric,Dealer,Automatic,2
Fortuner,2021,9.01,19.02,10433,Diesel,Dealer,Automatic,1
Fortuner,2005,6.27,8.38,199251,CNG,Dealer,Manual,0
Ertiga,2017,14.3,17.05,76807,Electric,Dealer,Automatic,2
Verna,2016,15.66,22.54,107505,CNG,Dealer,Manual,2
Innova,2021,8.51,18.44,165528,CNG,Individual,Manual,0
Creta,2020,14.82,23.4,43569,CNG,Dealer,Automatic,1
Swift,2014,1.8,4.42,82260,Diesel,Individual,Manual,0
Swift,2020,5.61,9.73,117806,Petrol,Individual,Manual,1
Ertiga,2014,14.86,20.28,136594,Diesel,Dealer,Automatic,0
Swift,2011,6.82,12.51,26159,Electric,Individual,Manual,2
Verna,2017,10.41,12.3,30726,CNG,Dealer,Automatic,2
City,2015,15.35,20.7,41484,CNG,Dealer,Automatic,2
Innova,2011,5.28,9.62,27438,Diesel,Individual,Automatic,0
i20,2009,8.12,14.58,186962,Electric,Individual,Automatic,1
Ertiga,2018,9.99,24.15,125922,Petrol,Individual,Manual,0
i20,2024,15.84,22.95,68608,Diesel,Individual,Manual,1
Ertiga,2009,7.49,11.86,6560,Electric,Dealer,Manual,0
WagonR,2013,9.64,21.26,175362,Petrol,Individual,Automatic,2
Ertiga,2015,16.95,22.01,36835,Petrol,Dealer,Manual,2
Creta,2020,4.32,6.0,182125,CNG,Individual,Manual,1
Creta,2024,7.86,18.13,35070,Petrol,Dealer,Manual,0
Swift,2008,8.35,13.42,137593,Petrol,Individual,Automatic,1
WagonR,2010,11.16,21.05,148319,Electric,Dealer,Automatic,0
Ertiga,2005,3.68,7.07,177350,Diesel,Individual,Automatic,1
Verna,2014,11.44,17.69,159340,Electric,Individual,Manual,1
Innova,2018,8.65,20.9,43840,Petrol,Individual,Manual,2
WagonR,2014,3.17,3.75,175504,Electric,Dealer,Automatic,0
Creta,2019,12.07,22.41,125153,CNG,Dealer,Automatic,2
Creta,2021,5.65,11.59,21453,CNG,Individual,Automatic,2
Fortuner,2009,5.03,9.12,177607,Petrol,Individual,Automatic,1
Ertiga,2024,13.2,17.5,156005,CNG,Dealer,Automatic,2
Baleno,2023,8.69,10.66,166867,Petrol,Dealer,Manual,0
Innova,2008,15.3,17.64,135923,CNG,Dealer,Manual,0
Fortuner,2010,14.8,19.02,105685,Petrol,Dealer,Automatic,0
i20,2006,13.43,21.63,24105,Petrol,Dealer,Automatic,0
City,2019,7.77,11.31,172089,Diesel,Individual,Automatic,1
Ertiga,2014,3.83,7.96,199551,Diesel,Dealer,Manual,2
i20,2008,6.33,7.48,41847,Electric,Dealer,Automatic,0
Innova,2021,9.54,13.92,59388,CNG,Individual,Manual,0
WagonR,2019,10.39,12.41,103597,Petrol,Dealer,Automatic,0
i20,2008,9.79,13.97,18494,Petrol,Dealer,Automatic,1
Creta,2017,15.45,18.47,22813,CNG,Dealer,Manual,2
Ertiga,2024,9.93,14.0,109653,Petrol,Individual,Automatic,2
i20,2005,1.97,3.71,115468,Petrol,Dealer,Manual,2
Swift,2015,19.97,23.33,178889,Diesel,Individual,Manual,2
Baleno,2024,10.58,18.47,14269,Electric,Dealer,Automatic,0
Ertiga,2013,7.9,18.91,32279,Diesel,Individual,Automatic,1
Swift,2014,8.29,20.19,64704,Petrol,Dealer,Automatic,2
Fortuner,2005,8.99,15.15,18668,Diesel,Individual,Automatic,2
i20,2009,4.7,5.54,35931,CNG,Dealer,Automatic,1
City,2006,5.72,8.24,29114,Electric,Dealer,Manual,2
Innova,2012,8.94,20.88,25083,Diesel,Individual,Manual,1
Creta,2016,14.61,16.25,69027,Electric,Individual,Manual,2
i20,2007,2.35,4.68,147513,Diesel,Individual,Automatic,1
Verna,2022,4.93,9.44,176348,CNG,Dealer,Manual,1
Baleno,2018,11.91,18.52,168019,Diesel,Dealer,Manual,1
Creta,2022,5.83,7.64,102619,Petrol,Dealer,Automatic,2
Swift,2019,15.57,23.97,10580,CNG,Individual,Automatic,1
Swift,2007,2.55,4.31,164841,Electric,Individual,Automatic,0
Ertiga,2012,5.5,7.53,53346,Petrol,Individual,Manual,2
i20,2016,18.36,23.62,164577,CNG,Dealer,Manual,1
Swift,2024,9.93,12.55,117079,Petrol,Individual,Automatic,2
Ertiga,2019,8.43,12.32,193539,CNG,Dealer,Automatic,1
Verna,2012,3.19,5.9,8980,Petrol,Dealer,Automatic,1
Verna,2023,6.27,11.68,166362,CNG,Dealer,Manual,1
Innova,2023,14.45,17.54,74341,Electric,Dealer,Automatic,0
Ertiga,2019,2.44,3.81,99037,Diesel,Individual,Manual,2
Baleno,2007,6.14,9.08,164993,Electric,Dealer,Automatic,1
Creta,2013,11.36,22.12,38350,Diesel,Dealer,Manual,0
WagonR,2006,5.85,7.05,137833,CNG,Dealer,Manual,0
i20,2013,18.08,24.46,9225,Petrol,Dealer,Automatic,0
City,2007,9.28,14.15,34670,Diesel,Individual,Automatic,2
Creta,2018,3.83,4.57,116797,Petrol,Individual,Automatic,1
Verna,2018,14.45,22.74,103229,Petrol,Dealer,Automatic,0
WagonR,2014,9.69,23.47,159986,Diesel,Individual,Automatic,0
Creta,2017,15.5,21.28,13545,Electric,Dealer,Manual,0
Fortuner,2023,10.07,14.08,155585,Petrol,Dealer,Automatic,2
WagonR,2021,7.72,14.45,88083,CNG,Dealer,Automatic,0
Baleno,2016,6.25,8.08,87527,Diesel,Individual,Automatic,1
i20,2007,4.71,10.74,137551,Electric,Dealer,Automatic,1
City,2012,13.4,15.53,37841,Electric,Dealer,Automatic,1
Ertiga,2015,5.98,9.9,26366,Diesel,Individual,Manual,0
Ertiga,2019,2.04,3.34,36664,Electric,Dealer,Manual,0
Creta,2018,3.16,3.53,48761,Electric,Individual,Automatic,0
Baleno,2017,13.86,18.33,68290,CNG,Individual,Manual,2
Fortuner,2006,4.04,4.62,98050,Electric,Individual,Automatic,1
Ertiga,2009,14.99,19.14,194715,Petrol,Dealer,Manual,2
i20,2023,6.98,11.14,175237,Electric,Dealer,Automatic,0
Ertiga,2012,4.05,9.54,94421,Electric,Individual,Automatic,1
City,2015,8.28,19.66,42538,Electric,Individual,Automatic,0
Innova,2016,5.04,9.27,36077,Electric,Dealer,Manual,1
Verna,2013,21.34,24.75,32818,Diesel,Dealer,Manual,2
Swift,2021,13.71,19.61,12169,Diesel,Dealer,Automatic,0
Innova,2016,4.58,7.47,154727,Diesel,Individual,Automatic,0
Baleno,2008,8.26,12.78,118315,Diesel,Individual,Manual,1
i20,2007,14.79,19.37,63311,Diesel,Individual,Automatic,1
i20,2021,13.4,17.79,24421,Petrol,Individual,Manual,2
Swift,2021,7.3,9.99,151320,Petrol,Dealer,Manual,2
Verna,2017,16.35,22.19,62726,Electric,Dealer,Automatic,0
Baleno,2020,6.61,9.22,57054,Diesel,Dealer,Automatic,0
Swift,2020,11.53,15.27,59669,Electric,Individual,Automatic,2
Creta,2023,5.24,8.16,96410,CNG,Dealer,Automatic,2
i20,2020,8.21,13.78,170157,Electric,Individual,Manual,0
Innova,2008,14.74,24.18,80306,CNG,Dealer,Automatic,0
i20,2010,9.65,13.22,88599,Electric,Dealer,Automatic,1
Verna,2024,5.0,12.06,66567,Diesel,Individual,Manual,2
Innova,2015,5.31,8.76,88261,Electric,Individual,Automatic,0
Swift,2013,7.8,13.68,62395,CNG,Individual,Automatic,0
Baleno,2023,11.2,22.26,145512,CNG,Dealer,Manual,2
i20,2005,16.32,20.65,28659,CNG,Dealer,Manual,2
Ertiga,2011,9.79,10.97,57019,Electric,Dealer,Automatic,0
City,2016,6.96,10.29,61522,Petrol,Dealer,Manual,2
Verna,2008,5.91,14.03,132113,CNG,Dealer,Manual,2
Fortuner,2012,3.02,3.74,37412,Electric,Dealer,Automatic,0
Fortuner,2007,3.48,4.63,194297,Petrol,Dealer,Manual,0
Verna,2023,16.67,20.44,55930,CNG,Individual,Manual,1
WagonR,2013,6.97,13.1,31130,Electric,Individual,Automatic,1
Innova,2007,5.37,7.89,111517,CNG,Dealer,Automatic,0
Baleno,2020,14.85,19.01,102710,Electric,Dealer,Manual,1
Verna,2012,8.75,12.84,129991,CNG,Dealer,Manual,0
Baleno,2022,4.68,6.72,133401,Diesel,Individual,Automatic,2
Verna,2023,15.46,19.73,20448,Electric,Individual,Automatic,0
Swift,2006,7.04,10.07,153193,CNG,Dealer,Automatic,2
Innova,2020,5.12,9.89,175920,Electric,Dealer,Manual,1
Baleno,2007,5.42,11.27,8571,Diesel,Dealer,Automatic,0
Ertiga,2006,10.91,22.48,134809,Electric,Dealer,Automatic,1
Verna,2005,8.56,9.53,119158,CNG,Individual,Manual,0
i20,2014,11.63,14.51,58598,CNG,Individual,Automatic,0
Creta,2015,21.02,23.4,193777,Diesel,Individual,Manual,1
Swift,2018,3.01,6.94,128337,CNG,Dealer,Manual,2
WagonR,2008,6.63,14.83,91778,Electric,Dealer,Manual,1
City,2022,16.02,22.43,95428,CNG,Individual,Automatic,2
Ertiga,2014,9.61,11.08,110714,Diesel,Dealer,Manual,0
Creta,2011,6.25,9.16,73927,Electric,Individual,Automatic,2
Swift,2024,8.94,17.71,129100,Diesel,Dealer,Manual,2
i20,2009,5.15,6.15,129640,Petrol,Dealer,Manual,2
Ertiga,2019,6.97,12.36,128650,Petrol,Dealer,Automatic,1
Ertiga,2017,10.31,18.54,98058,CNG,Dealer,Manual,0
Innova,2013,12.69,18.65,119620,CNG,Dealer,Automatic,2
i20,2016,5.73,6.92,100862,Electric,Dealer,Manual,1
i20,2016,3.46,6.94,7797,Diesel,Dealer,Automatic,1
Swift,2008,15.01,23.04,71521,CNG,Dealer,Automatic,2
Verna,2020,8.85,11.76,187320,Petrol,Dealer,Automatic,2
Ertiga,2019,10.69,13.79,129111,Petrol,Dealer,Automatic,0
Creta,2024,17.07,22.67,45158,Diesel,Dealer,Automatic,0
Baleno,2006,5.5,12.75,191277,CNG,Dealer,Manual,1
WagonR,2015,19.4,22.75,49358,CNG,Dealer,Automatic,1
Verna,2006,2.1,4.43,136471,Petrol,Dealer,Automatic,0
Creta,2013,10.7,16.39,185542,Petrol,Individual,Automatic,2
Baleno,2016,3.82,5.59,127225,Electric,Dealer,Manual,0
Swift,2010,10.64,19.05,53669,Diesel,Dealer,Manual,2
Verna,2016,11.44,13.13,194864,Diesel,Dealer,Automatic,0
WagonR,2017,10.0,18.53,51662,CNG,Individual,Manual,0
Verna,2013,19.96,22.44,51428,Electric,Individual,Manual,1
Ertiga,2016,12.37,15.73,96451,Electric,Dealer,Manual,2
Fortuner,2017,3.25,6.43,154084,CNG,Individual,Manual,1
Baleno,2021,12.07,15.14,199807,Diesel,Individual,Manual,1
Creta,2013,2.43,3.69,35224,Electric,Dealer,Automatic,2
Swift,2015,8.16,11.19,104066,CNG,Dealer,Automatic,0
Baleno,2010,6.97,12.27,92742,Diesel,Individual,Automatic,0
WagonR,2019,9.31,15.03,10701,Electric,Individual,Automatic,1
Innova,2012,6.0,8.56,102836,Electric,Individual,Manual,0
WagonR,2021,4.23,5.37,116645,Electric,Dealer,Manual,2
Ertiga,2010,20.56,23.29,161460,Diesel,Dealer,Manual,2
Verna,2015,18.01,20.35,19103,Diesel,Individual,Automatic,1
Creta,2010,6.22,13.13,177650,CNG,Individual,Manual,0
City,2012,9.73,21.87,119438,Diesel,Individual,Manual,1
Fortuner,2010,7.14,10.58,128417,Diesel,Individual,Automatic,1
i20,2012,11.75,19.79,30119,Diesel,Individual,Automatic,1
Innova,2018,7.03,16.13,145015,Petrol,Dealer,Manual,0
WagonR,2016,8.9,10.97,136453,Electric,Dealer,Manual,0
Baleno,2020,3.93,7.14,60373,CNG,Individual,Manual,1
Innova,2009,6.84,9.27,106401,Petrol,Individual,Automatic,0
Innova,2010,9.61,11.76,140619,Petrol,Individual,Manual,2
Creta,2017,9.94,20.68,8204,Electric,Individual,Manual,1
Verna,2017,6.78,12.29,19289,Petrol,Individual,Automatic,1
Creta,2015,9.83,21.57,100646,Electric,Individual,Manual,0
City,2005,7.24,10.42,190483,Electric,Individual,Manual,1
Swift,2014,2.44,3.88,133351,CNG,Individual,Automatic,1
Creta,2014,13.34,19.87,11168,CNG,Individual,Automatic,0
Baleno,2019,4.24,10.14,171719,CNG,Dealer,Automatic,0
Creta,2010,2.25,4.85,29791,Electric,Individual,Automatic,1
Ertiga,2019,15.61,18.16,68989,Electric,Dealer,Manual,1
Baleno,2016,3.41,3.84,164738,Electric,Dealer,Automatic,2
Verna,2014,6.05,12.3,10867,Petrol,Individual,Manual,0
Ertiga,2023,6.19,8.74,84482,Diesel,Dealer,Automatic,2
Creta,2020,4.15,7.73,119542,CNG,Dealer,Automatic,0
Fortuner,2014,4.53,9.0,111740,Diesel,Individual,Automatic,1
City,2024,11.4,20.39,171423,Diesel,Dealer,Automatic,0
Innova,2007,12.44,16.45,195883,Electric,Individual,Automatic,1
Innova,2022,1.84,3.28,94285,Diesel,Individual,Automatic,0
Fortuner,2022,10.92,18.35,181419,Petrol,Dealer,Automatic,2
Verna,2016,2.82,4.83,143829,CNG,Individual,Automatic,0
WagonR,2009,11.93,16.75,48708,Electric,Individual,Manual,1
Ertiga,2022,11.38,19.37,66530,Diesel,Individual,Manual,0
Creta,2017,5.35,7.8,34001,Diesel,Individual,Automatic,1
i20,2011,6.58,12.2,162089,Petrol,Individual,Automatic,0
Innova,2017,7.54,13.89,126612,Diesel,Dealer,Automatic,1
Creta,2005,11.5,14.72,92570,Petrol,Individual,Automatic,1
Creta,2018,5.08,7.16,12612,Petrol,Individual,Manual,1
Baleno,2024,6.06,8.5,154240,CNG,Dealer,Automatic,2
City,2021,13.84,22.0,47304,Diesel,Individual,Manual,1
Innova,2009,4.76,9.45,13097,Electric,Dealer,Automatic,0
WagonR,2010,17.58,24.4,136128,CNG,Dealer,Manual,1
Fortuner,2007,2.33,3.15,13473,Electric,Individual,Manual,1
WagonR,2013,10.33,22.43,145860,Petrol,Individual,Automatic,2
Swift,2006,7.69,9.45,109437,CNG,Individual,Automatic,1
WagonR,2008,4.11,5.28,73812,Petrol,Dealer,Automatic,1
City,2015,4.88,6.12,68718,CNG,Dealer,Automatic,2
City,2007,8.45,13.08,190881,CNG,Individual,Automatic,2
WagonR,2019,7.7,10.27,123063,CNG,Dealer,Manual,0
WagonR,2021,7.85,9.35,62939,CNG,Individual,Automatic,2
Innova,2010,9.88,15.49,84886,CNG,Dealer,Manual,0
City,2024,4.99,9.43,105722,Petrol,Dealer,Automatic,0
Ertiga,2023,2.49,3.27,100462,Electric,Individual,Manual,1
i20,2009,8.87,15.92,136359,Electric,Individual,Manual,2
Baleno,2020,2.79,6.86,104581,CNG,Dealer,Automatic,0
Baleno,2012,4.97,6.3,164551,Diesel,Individual,Automatic,1
Ertiga,2023,18.93,23.08,8198,Diesel,Dealer,Automatic,2
Ertiga,2006,10.31,11.77,30910,Petrol,Individual,Manual,0
Creta,2019,8.08,15.47,70004,Diesel,Dealer,Automatic,0
Baleno,2006,16.6,24.55,74668,Diesel,Dealer,Manual,2
WagonR,2014,2.27,4.34,64660,Electric,Individual,Manual,2
Innova,2006,4.37,10.01,171174,Petrol,Individual,Manual,1
Innova,2011,2.64,5.2,159501,CNG,Dealer,Automatic,0
WagonR,2019,13.96,20.1,56065,Electric,Dealer,Automatic,1
Ertiga,2024,4.37,8.96,170446,Electric,Individual,Automatic,1
Ertiga,2022,6.27,8.48,77165,CNG,Individual,Manual,0
Creta,2020,1.99,3.14,138574,Diesel,Dealer,Automatic,2
Ertiga,2014,2.9,5.08,121181,Diesel,Dealer,Manual,0
Ertiga,2011,5.47,9.76,85054,Electric,Dealer,Automatic,2
City,2011,8.74,15.56,45526,Electric,Dealer,Manual,2
WagonR,2010,9.05,10.16,140388,Electric,Individual,Manual,1
Verna,2020,13.79,23.56,84591,CNG,Individual,Automatic,1
Swift,2014,9.66,12.36,108164,Electric,Dealer,Automatic,1
City,2009,10.02,24.45,76881,Diesel,Individual,Automatic,1
Ertiga,2005,5.67,10.08,105245,Diesel,Dealer,Automatic,1
Innova,2008,2.61,4.64,47052,Electric,Dealer,Automatic,2
Swift,2020,5.89,8.5,164044,Petrol,Dealer,Automatic,1
Creta,2022,5.07,11.13,79510,Petrol,Individual,Automatic,0
Baleno,2009,7.99,15.98,155493,Electric,Dealer,Automatic,2
Verna,2022,13.42,19.78,73345,Petrol,Dealer,Manual,2
Innova,2015,20.51,24.06,99694,Diesel,Dealer,Automatic,1
Verna,2012,6.56,13.14,92297,CNG,Dealer,Manual,0
Ertiga,2018,9.91,12.4,132495,Petrol,Individual,Manual,2
i20,2018,20.83,24.9,137176,Electric,Individual,Automatic,2
